Campus,Semester Key,Semester,Level,Course Name,Course Number,Course Description,Credits,Grade,WI,E,O,H,Foun.,Div.,NI,UD,SF,Area,Area2,Area3,Area4,Area5,Attempted Credits,GPR Credits,Earned Credits,Quality Points,Repeats,College,Instructor,Banner Comments,Academic Pathway Comments,Transfer Institution,Transfer Course Name,Transfer Course Number, Transfer Course Description,Transfer Credits,Transfer Grade,Transfer Accept,Email,First Name,Last Name,Major Name
Manoa,200740,Summer 2007,UG,OTHO,ELNI,Nonintroductory Elective,1,CR, , , , , , ,NI, ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,203,Therapeutic Exercise,1,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200740,Summer 2007,UG,OTHO,ELNI,Nonintroductory Elective,1,CR, , , , , , ,NI, ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,203L,Therapeutic Exercise Lab,1,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200740,Summer 2007,UG,OTHO,ELNI,Nonintroductory Elective,1.5,CR, , , , , , ,NI, ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,206,Massage,1.5,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200740,Summer 2007,UG,OTHO,ELNI,Nonintroductory Elective,1.5,CR, , , , , , ,NI, ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,PTA,205,Measurement for the PTA,1.5,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200740,Summer 2007,UG,OTHO,ELEC,Elective,1,CR, , , , , , , , ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,PTA,231,Professional Issues II,1,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,OTHO,ELEC,Elective,1,CR, , , , , , , , ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,125,Survey of Medical Terminology,1,C,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,KLS,ELNI,Nonintroductory Elective,2,CR, , , , , , ,NI, ,,,,,, , , , , ,,College of Education,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,290,Kinesiology,2,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,KLS,ELNI,Nonintroductory Elective,1,CR, , , , , , ,NI, ,,,,,, , , , , ,,College of Education,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,HLTH,290L,Kinesiology Lab,1,A,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,OTHO,ELEC,Elective,1,CR,WI, , , , , , , ,,,,,, , , , , ,,College Not Designated,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,PTA,101,WI-Professional Issues I,1,B,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,PHYL,142,Human Anatomy & Physiology,3,CR, , , , , ,DB, , ,,,,,, , , , , ,,School of Medicine,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,ZOOL,142,Human Anatomy/Physiology II,3,B,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200730,Spring 2007,UG,PHYL,142L,Human Anatomy & Physiology Lab,1,CR, , , , , ,DY, , ,,,,,, , , , , ,,School of Medicine,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,U of Hawaii Kapiolani Comm Col,ZOOL,142L,Human Anatomy/Physiol Lab II,1,B,Y,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,ART,175,Survey of Global Art I,3,C+, , , , ,FGA, , , ,FGA-GLOBAL( 2014-BS),,,,,3,3,3,6.9, ,,Colleges of Arts & Sciences,Andrews Lewis, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,PHYL,141,Human Anatomy & Physiology,3,B, , , , , ,DB, , ,,,,,,3,3,3,9, ,,School of Medicine,Lally David, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,PHYL,141L,Human Anatomy & Physiology Lab,1,B-, , , , , ,DY, , ,,,,,,1,1,1,2.7, ,,School of Medicine,Merritt Deborah, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,ART,301B,Imaging Systems,3,C,WI, , , , ,DA,NI,UD,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Chamberlain Peter,I/Make-up 05/15/07,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,ART,401,Art and Technology Studio II,3,D, , , , , ,DA,NI,UD,,,,,,3,3,3,3, ,,Colleges of Arts & Sciences,Chamberlain Peter,I/Make-up 05/15/07,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200710,Fall 2006,UG,SP,151,Personal and Public Speech,3,B, , , , , ,DA, , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Okamura Mitchell, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200640,Sum 2006,UG,PHYS,100L,Survey of Physics Laboratory,1,A, , , , , ,DY, , ,,,,,,1,1,1,4, ,,Colleges of Arts & Sciences,Smith Stefanie, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200630,Spring 2006,UG,PHYS,151L,College Physics Laboratory I,0,W, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,0,0,0,0, ,,Colleges of Arts & Sciences,Perkins Jeffrey, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200630,Spring 2006,UG,ART,301C,Sound,3,B-,WI, , , , ,DA,NI,UD,,,,,,3,3,3,8.1, ,,Colleges of Arts & Sciences,Chamberlain Peter, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200630,Spring 2006,UG,ART,309,Image in Motion Studio II,3,A-,WI, , , , ,DA,NI,UD,,,,,,3,3,3,11.1, ,,Colleges of Arts & Sciences,Rodeck Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200630,Spring 2006,UG,ACM,215,3D Scene Design,3,A, , , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Rivero Michael, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200630,Spring 2006,UG,ACM,216,3D Character Animation,3,A+, , , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Rivero Michael, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200610,Fall 2005,UG,ART,175,Survey of Global Art I,3,C-, , , , ,FGA, , , ,Not-used,Not-used,Not-used,Not-used,Not-used,3,3,0,5.1,SR,,Colleges of Arts & Sciences,Dowling Nancy, ,Banner repeatd course                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200610,Fall 2005,UG,ART,409,Image in Motion Studio III,3,B, , , , , ,DA,NI,UD,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Rodeck Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200610,Fall 2005,UG,ENG,363,Film,3,B+, , , , , ,DH,NI,UD,,,,,,3,3,3,9.9, ,,Colleges of Arts & Sciences,Man Glenn, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200610,Fall 2005,UG,ART,374,Art of the 19th Century,3,C, , , , , ,DH,NI,UD,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Stanton Joseph, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200530,Spring 2005,UG,ART,176,Survey of Global Art II,3,C, , , , ,FGB, , , ,FGB-GLOBAL( 2014-BS),,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Lingley Kate, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200530,Spring 2005,UG,ART,309,Image in Motion Studio II,3,A-,WI, , , , ,DA,NI,UD,,,,,,3,3,3,11.1, ,,Colleges of Arts & Sciences,Rodeck Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200530,Spring 2005,UG,ART,313,Advanced Drawing,3,C-, , , , , ,DA,NI,UD,,,,,,3,3,3,5.1, ,,Colleges of Arts & Sciences,Dugal Donald, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200530,Spring 2005,UG,HIST,324,The Samurai of Japan,3,B+, , , , , ,DH,NI,UD,,,,,,3,3,3,9.9, ,,Colleges of Arts & Sciences,Farris William, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200510,Fall 2004,UG,ART,115,Intro to 2-D Composition,3,B, , , , , ,DA, , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Ruby Laura, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200510,Fall 2004,UG,ART,201,Expanded Arts,3,C+,WI, , , , ,DA,NI, ,,,,,,3,3,3,6.9, ,,Colleges of Arts & Sciences,Wasson Thomas, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200510,Fall 2004,UG,ART,209,Image in Motion Studio I,3,A-, , , , , ,DA,NI, ,,,,,,3,3,3,11.1, ,,Colleges of Arts & Sciences,Rodeck Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200510,Fall 2004,UG,ART,380,Early Art of Japan,3,B, , , , , ,DH,NI,UD,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Tanabe Willa, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200510,Fall 2004,UG,ENG,321,Backgrounds of Western Lit,3,C, , , , , ,DL,NI,UD,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Kellogg Judith, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200430,Spring 2004,UG,ART,107,Introduction to Photography,3,B-, , , , , , , , ,,,,,,3,3,3,8.1, ,,Colleges of Arts & Sciences,Chan Gaye, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200430,Spring 2004,UG,ART,109,Understanding Image in Motion,3,A, , , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Rodeck Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200430,Spring 2004,UG,JPN,202,Intermediate Japanese,4,B-, , , , , , ,NI, ,HSL 202( 2014-BS),,,,,4,4,4,10.8, ,,Colleges of Arts & Sciences,Saito Junko, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200430,Spring 2004,UG,LING,102,Intro to the Study of Language,3,B, , , , , , , , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Lassettre Paul, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200430,Spring 2004,UG,ART,213,Intermediate Drawing,3,C, , , , , , ,NI, ,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Kane Linda, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200410,Fall 2003,UG,ASAN,312,Contemp Asian Civilizations,3,A, , , , , , ,NI,UD,,,,,,3,3,3,12, ,,"Sch of Hawn, Asian & Pac Stu",Douglass Veronica, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200410,Fall 2003,UG,HIST,322,History of Japan,3,B-, , , , , , ,NI,UD,,,,,,3,3,3,8.1, ,,Colleges of Arts & Sciences,McNally Mark, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200410,Fall 2003,UG,LING,102,Intro to the Study of Language,0,W, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,0,0,0,0, ,,Colleges of Arts & Sciences,Lassettre Paul, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200410,Fall 2003,UG,THEA,323,Film/TV Acting,3,C+, , , , , , ,NI,UD,,,,,,3,3,3,6.9, ,,Colleges of Arts & Sciences,Cannon Glenn, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200410,Fall 2003,UG,THEA,241,Film/TV Production Process,3,A, , , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Hochstein Robert, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200330,Spring 2003,UG,ART,116,INTRO TO 3-D COMPOSITION,3,F, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,3,3,0,0, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200330,Spring 2003,UG,HIST,152,WORLD CIVILIZATION,3,A, , , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200330,Spring 2003,UG,JPN,202,INTERMEDIATE JAPANESE,4,F, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,4,4,0,0, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200330,Spring 2003,UG,THEA,101,INTRO TO DRAMA & THEATRE,3,B,WI, , , , , , , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200330,Spring 2003,UG,ENG,257P,LITERATURE AND THE SEA,3,C, , , , , , , , ,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200310,Fall 2002,UG,ART,101,INTRODUCTION TO VISUAL ARTS,3,B, , , , , , , , ,DA-DIV ARTS( 2014-BS),,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200310,Fall 2002,UG,JPN,201,INTERMEDIATE JAPANESE,4,B, , , , , , ,NI, ,Not-used,Not-used,Not-used,Not-used,Not-used,4,0,0,0,SR,,Colleges of Arts & Sciences,Unknown,04 Cr Removed 05/22/06,Banner repeatd course                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200310,Fall 2002,UG,ART,214,INTRODUCTION TO LIFE DRAWING,3,B, , , , , , ,NI, ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200310,Fall 2002,UG,ENG,255,SHORT STORY AND NOVEL,3,D, , , , , , , , ,,,,,,3,3,3,3, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200244,Sum II 2002,UG,JPN,201,INTERMEDIATE JAPANESE,4,C, , , , , , ,NI, ,HSL 201( 2014-BS),,,,,4,4,4,8, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200230,Spring 2002,UG,PHYS,151,COLLEGE PHYSICS,3,C, , , , , , , , ,DIV-PHYS 151/170( 2014-BS),,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200230,Spring 2002,UG,ART,113,INTRODUCTION TO DRAWING,3,C, , , , , , , , ,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200230,Spring 2002,UG,ECON,131,PRINCIPLES OF ECONOMICS,3,C, , , , , , , , ,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200230,Spring 2002,UG,POLS,120,INTRO TO WORLD POLITICS,3,A, , , , , , , , ,DS-POLS( 2014-BS),,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200230,Spring 2002,UG,JPN,102,ELEMENTARY JAPANESE,4,B, , , , , , , , ,HSL 102( 2014-BS),,,,,4,4,4,12, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200210,Fall 2001,UG,JPN,101,ELEMENTARY JAPANESE,4,B, , , , , , , , ,HSL 101( 2014-BS),,,,,4,4,4,12, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200210,Fall 2001,UG,PHYS,100,SURVEY OF PHYSICS,3,D, , , , , , , , ,,,,,,3,3,3,3, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200210,Fall 2001,UG,PHYS,100L,SURVEY OF PHYSICS LABORATORY,1,F, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,1,1,0,0, ,,Colleges of Arts & Sciences,Unknown,I/MAKE UP 04/01/02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200210,Fall 2001,UG,HIST,151,WORLD CIVILIZATION,3,B, , , , , , , , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200210,Fall 2001,UG,BIOL,101,BIOLOGY & SOCIETY,3,D, , , , , , , , ,DB-DIV-BIOL SCI( 2014-BS),,,,,3,3,3,3, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200130,Spring 2001,UG,MATH,241,CALCULUS I,4,C, , , , , , ,NI, ,FS-SYMBOLIC REASON I( 2014-BS),,,,,4,4,4,8, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200130,Spring 2001,UG,PHIL,370,WI/CHINESE PHILOSOPHY,3,D,WI, , , , , ,NI,UD,,,,,,3,3,3,3, ,,Colleges of Arts & Sciences,Unknown,I/MAKE UP 11/01/01,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200130,Spring 2001,UG,AMST,201,THE AMERICAN EXPERIENCE,3,B, , , , , , , , ,,,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200130,Spring 2001,UG,CAS,102,WI/RAP FOUNDATION COURSE,3,C,WI, , , , , , , ,,,,,,3,3,3,6, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200110,Fall 2000,UG,PHIL,100,INTRO TO PHIL: SURVEY OF PROB,3,B, , , , , , , , ,DH-DIV HUM( 2014-BS),,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200110,Fall 2000,UG,MATH,241,CALCULUS I,4,W, , , , , , , , ,Not-used,Not-used,Not-used,Not-used,Not-used,0,0,0,0, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200110,Fall 2000,UG,IS,291,COMMUNITY SERVICE PRACTICUM,2,C, , , , , , , , ,,,,,,2,2,2,4, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200110,Fall 2000,UG,ENG,100,COMPOSITION I,3,B, , , , , , , , ,FW-WRITTEN COMM( 2014-BS),,,,,3,3,3,9, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200110,Fall 2000,UG,CAS,101,"WI/LIBRARIES, SCHOLRSHP & TECH",3,A,WI, , , , , , , ,,,,,,3,3,3,12, ,,Colleges of Arts & Sciences,Unknown, ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , , , , , , , ,cam@hawaii.edu,Cam,Damoore,
Manoa,200030,Spring 2000,UG,PSY,100,Survey of Psychology,3,CR, , , , , , , , ,DS-PSY( 2014-BS),,,,, , , , , ,,Colleges of Arts & Sciences,unknown,X,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Hawaii Pacific University,PSY,2000,Principles of Psychology,3,B,Y,cam@hawaii.edu,Cam,Damoore,
